title,budget,revenue
Smokey and the Bandit Part 3,9000000.0,7000000.0
Spetters,0.0,0.0
Stir Crazy,10000000.0,101300000.0
Sällskapsresan - eller finns det svenskt kaffe på grisfesten?,0.0,5010362.0
Teheran '43,0.0,0.0
Tender Cousins,0.0,0.0
Blade II,54000000.0,155010032.0
Sorority Boys,12000000.0,12517488.0
Stolen Summer,1800000.0,163348.0
In The Winter Dark,0.0,0.0
George Washington,42000.0,241816.0
Homicidal,0.0,0.0
Life Is to Whistle,0.0,0.0
The Light at the Edge of the World,0.0,0.0
Mr. Sardonicus,0.0,0.0
Strait-Jacket,0.0,0.0
Clockstoppers,26000000.0,38793283.0
Death to Smoochy,55000000.0,8400000.0
Panic Room,48000000.0,197100000.0
The Rookie,20000000.0,75597042.0
No Such Thing,5000000.0,62703.0
The Piano Teacher,3000000.0,6766708.0
Teddy Bears' Picnic,0.0,0.0
30 YEARS TO LIFE,0.0,0.0
Time Out,225000.0,1866462.0
Very Annie Mary,0.0,46352.0
Bar Girls,0.0,0.0
Boxcar Bertha,600000.0,0.0
Crimes of Passion,0.0,0.0
The Evil That Men Do,4600000.0,13102025.0
Fraternity Vacation,0.0,3333306.0
Impromptu,0.0,0.0
Salmonberries,0.0,0.0
The Wrong Guys,0.0,0.0
High Crimes,42000000.0,63781810.0
National Lampoon’s Van Wilder,6000000.0,39241323.0
Crush,0.0,0.0
Lucky Break,0.0,0.0
Les Destinées sentimentales,0.0,0.0
"After Dark, My Sweet",0.0,0.0
The Atomic Cafe,300000.0,22293.0
Body and Soul,0.0,0.0
First Men in the Moon,0.0,1650000.0
Rashomon,250000.0,117668.0
Slap Shot,0.0,28000000.0
Changing Lanes,45000000.0,94935764.0
Frailty,11000000.0,17400000.0
New Best Friend,0.0,0.0
The Sweetest Thing,43000000.0,68696770.0
The Cat's Meow,7000000.0,3646994.0
Human Nature,0.0,0.0
My Big Fat Greek Wedding,5000000.0,368744044.0
3:10 to Yuma,0.0,1850000.0
Bite the Bullet,4000000.0,0.0
Breakout,0.0,0.0
Joe Versus the Volcano,25000000.0,39400000.0
"Rome, Open City",20000.0,1000000.0
Return of the Killer Tomatoes!,0.0,0.0
Return to Horror High,0.0,0.0
Taking Care of Business,14000000.0,20000000.0
Three Men and a Baby,0.0,0.0
Three Men and a Little Lady,0.0,71600000.0
Transylvania 6-5000,3000000.0,7200000.0
The Watcher in the Woods,9000000.0,5000000.0
Murder by Numbers,50000000.0,56714147.0
The Scorpion King,60000000.0,165333180.0
Behind the Sun,0.0,0.0
Chelsea Walls,0.0,0.0
Enigma,0.0,15705007.0
Girls Can't Swim,0.0,0.0
Joshua,0.0,719968.0
Nine Queens,1300000.0,12413888.0
Spooky House,0.0,0.0
The Triumph of Love,0.0,0.0
World Traveler,0.0,0.0
Jason X,11000000.0,16951798.0
Life or Something Like It,40000000.0,16872671.0
Dogtown and Z-Boys,0.0,0.0
"Frank McKlusky, C.I.",0.0,0.0
In Praise of Love,0.0,0.0
Salton Sea,18000000.0,1073198.0
Some Body,0.0,0.0
Vulgar,120000.0,14904.0
The Aviator,,
Bob le Flambeur,0.0,41010.0
Cadillac Man,0.0,27575086.0
The Coca-Cola Kid,0.0,0.0
Cuba,0.0,0.0
Delirious,18000000.0,5546827.0
Full Moon in Blue Water,0.0,0.0
Husbands and Wives,0.0,0.0
Joe,4000000.0,2431443.0
Lenny,0.0,0.0
Nomads,2278264.0,0.0
The Temp,15000000.0,0.0
Thief of Hearts,9000000.0,10364904.0
Triumph of the Spirit,0.0,0.0
Wild Orchid,7000000.0,11060485.0
Deuces Wild,10000000.0,0.0
Hollywood Ending,16000000.0,14569236.0
Spider-Man,100000000.0,690897910.0
The Mystic Masseur,0.0,0.0
Warm Water Under a Red Bridge,0.0,0.0
Butterflies Are Free,0.0,0.0
Cactus Flower,3000000.0,25800000.0
The Cassandra Crossing,6000000.0,15300000.0
The Giant Spider Invasion,300000.0,15000000.0
Iron Will,0.0,21006361.0
Mountains of the Moon,0.0,0.0
Rambling Rose,7500000.0,6266621.0
The Survivors,0.0,0.0
White Fang,14000000.0,34793160.0
White Fang 2: Myth of the White Wolf,0.0,0.0
The New Guy,13000000.0,31200000.0
Unfaithful,50000000.0,119137784.0
The Lady and the Duke,0.0,0.0
Whore,0.0,1008404.0
My Beautiful Laundrette,860000.0,2451545.0
Ballad of a Soldier,0.0,0.0
Big Bad Mama,0.0,0.0
Big Bad Mama II,1200000.0,0.0
Beyond the Darkness,0.0,0.0
Calamity Jane,0.0,0.0
The Cranes Are Flying,0.0,0.0
Devil Doll,0.0,0.0
The Harvey Girls,0.0,0.0
The Lady in Red,0.0,0.0
About a Boy,27000000.0,129000000.0
Star Wars: Episode II - Attack of the Clones,120000000.0,649398328.0
The Believer,1500000.0,1309316.0
The Importance of Being Earnest,15000000.0,17300000.0
The Charge of the Light Brigade,0.0,0.0
Every Which Way But Loose,5000000.0,85196485.0
The Hound of the Baskervilles,0.0,0.0
I Want to Live!,0.0,0.0
The Last Waltz,0.0,321952.0
The Pride and the Passion,0.0,0.0
Enough,38000000.0,51800000.0
Spirit: Stallion of the Cimarron,80000000.0,122563539.0
CQ,7000000.0,499891.0
Thirteen Conversations About One Thing,0.0,0.0
Bus Stop,220000.0,7270000.0
Cowboy,0.0,1600000.0
Don't Bother to Knock,0.0,0.0
Let's Make Love,0.0,0.0
Monkey Business,0.0,0.0
Requiem for a Heavyweight,1100000.0,0.0
River of No Return,2195000.0,3820291.0
The Sum of All Fears,68000000.0,193921372.0
Undercover Brother,25000000.0,41604473.0
The Diaries of Vaslav Nijinsky,0.0,0.0
The Sleepy Time Gal,0.0,0.0
84 Charing Cross Road,0.0,2538291.0
Dakota,0.0,0.0
The Desert Rats,0.0,0.0
Season's Beatings,0.0,0.0
Nora,0.0,0.0
Rapid Fire,10000000.0,14356479.0
Silent Running,1000000.0,0.0
Summer Holiday,0.0,0.0
The Villain,0.0,0.0
Zombie Holocaust,0.0,0.0
Divine Secrets of the Ya-Ya Sisterhood,27000000.0,73839240.0
Cherish,0.0,0.0
Atanarjuat: The Fast Runner,1934000.0,3786801.0
The Bourne Identity,60000000.0,214034224.0
Scooby-Doo,84000000.0,275650703.0
Windtalkers,115000000.0,77600000.0
The Dangerous Lives of Altar Boys,0.0,0.0
The Emperor's New Clothes,0.0,0.0
Gangster No. 1,0.0,30915.0
Harvard Man,0.0,0.0
Dark Blue World,5000000.0,0.0
Caveman,0.0,15965324.0
Cheech & Chong's The Corsican Brothers,0.0,0.0
5 Card Stud,0.0,0.0
For a Lost Soldier,0.0,0.0
Goin' South,0.0,7435671.0
Hero and the Terror,0.0,6000000.0
Silver Bullet,180.0,0.0
"Sorry, Wrong Number",0.0,0.0
Hombre,5860000.0,12000000.0
The Horse's Mouth,0.0,0.0
The Manhattan Project,18000000.0,3900000.0
Men at Work,9000000.0,16200000.0
S.O.B.,0.0,0.0
She Wore a Yellow Ribbon,1600000.0,5400000.0
Traces of Red,0.0,3206713.0
V.I. Warshawski,0.0,0.0
Juwanna Mann,15600000.0,0.0
Lilo & Stitch,80000000.0,273144151.0
Minority Report,102000000.0,358372926.0
Rabbit-Proof Fence,6000000.0,16200000.0
Sunshine State,0.0,0.0
Hey Arnold! The Movie,3000000.0,15249308.0
Mr. Deeds,50000000.0,171269565.0
Lovely & Amazing,250000.0,4186931.0
Pumpkin,0.0,308108.0
Look Who's Talking Now!,22000000.0,10300000.0
Lost in Yonkers,0.0,0.0
Mo' Money,17000000.0,40227006.0
The Object of Beauty,0.0,5136192.0
Wagons East!,0.0,0.0
Zebrahead,0.0,0.0
Like Mike,30000000.0,62300000.0
Men in Black II,140000000.0,445100000.0
The Powerpuff Girls Movie,11000000.0,16400000.0
Me Without You,0.0,0.0
The Crocodile Hunter: Collision Course,12000000.0,33082548.0
Reign of Fire,60000000.0,82150183.0
Road to Perdition,80000000.0,181001478.0
All About Lily Chou-Chou,1250000.0,6776921.0
My Wife Is an Actress,0.0,0.0
Never Again,0.0,0.0
20 Million Miles to Earth,0.0,0.0
Grand Theft Auto,0.0,0.0
Perfect,0.0,0.0
1776,6000000.0,2800000.0
Fox and His Friends,0.0,0.0
The Legend of Boggy Creek,160000.0,22000000.0
Z,0.0,83305.0
Halloween: Resurrection,13000000.0,37700000.0
Sex and Lucia,0.0,7640680.0
Eight Legged Freaks,30000000.0,45900000.0
K-19: The Widowmaker,100000000.0,65700000.0
Stuart Little 2,120000000.0,169956806.0
Austin Powers in Goldmember,63000000.0,296938801.0
The Country Bears,35000000.0,18012097.0
The Kid Stays in the Picture,40000.0,1434436.0
Happy Times,1900000.0,240093.0
Tadpole,0.0,0.0
Who Is Cletis Tout?,9000000.0,253000.0
Harry and Walter Go To New York,0.0,0.0
The Merchant of Four Seasons,0.0,0.0
Nosferatu the Vampyre,1400000.0,0.0
The Big Bus,0.0,0.0
The Eddy Duchin Story,0.0,0.0
Fathom,0.0,0.0
In Like Flint,3775000.0,11000000.0
La Terra Trema,0.0,0.0
Modesty Blaise,0.0,0.0
Ossessione,0.0,0.0
Our Man Flint,0.0,0.0
Red Beard,0.0,0.0
Robin and Marian,5000000.0,0.0
Top Secret!,9000000.0,20500000.0
The Master of Disguise,16000000.0,43400000.0
Signs,72000000.0,408200000.0
The Last Kiss,20000000.0,15851622.0
Spy Kids 2: The Island of Lost Dreams,38000000.0,119723358.0
The Good Girl,8000000.0,16900000.0
Blood Work,50000000.0,31794718.0
xXx,70000000.0,277448382.0
24 Hour Party People,0.0,2802899.0
Biggie and Tupac,0.0,0.0
The Château,0.0,0.0
Trois 2: Pandora's Box,800000.0,833779.0
Secret Ballot,0.0,0.0
Martin Lawrence Live: Runteldat,3000000.0,19184015.0
Lan Yu,0.0,0.0
Songs from the Second Floor,0.0,80334.0
Read My Lips,0.0,0.0
Merci pour le Chocolat,0.0,0.0
Beau Pere,0.0,0.0
Change of Habit,0.0,0.0
A Matter of Taste,0.0,0.0
The Principal,11000000.0,19734940.0
The Adventures of Pluto Nash,100000000.0,7103973.0
Blue Crush,25000000.0,51842679.0
Mostly Martha,0.0,4160475.0
The Isle,0.0,0.0
One Hour Photo,12000000.0,52223306.0
Serving Sara,29000000.0,16930185.0
S1m0ne,10000000.0,19576023.0
Undisputed,10000000.0,0.0
Amy's Orgasm,0.0,0.0
Children on Their Birthdays,0.0,0.0
Hush!,0.0,0.0
How I Killed My Father,29000000.0,1802142.0
Hybrid,0.0,0.0
Satin Rouge,0.0,3314254.0
The Care Bears Movie,2000000.0,34000000.0
Care Bears Movie II: A New Generation,3400000.0,12000000.0
Clash of the Titans,125000000.0,493214993.0
Hot Shots!,26000000.0,181096164.0
Nightmare City,0.0,0.0
The Swarm,21000000.0,7700000.0
Time After Time,0.0,0.0
The Unearthly,0.0,0.0
976-EVIL,0.0,0.0
Camilla,8500000.0,250993.0
Down and Out in Beverly Hills,14000000.0,62134225.0
Flaming Star,1700000.0,2000000.0
Love Me Tender,1000000.0,9000000.0
The Return of the Vampire,75000.0,1090000.0
The Revenge of Frankenstein,0.0,0.0
Stakeout,14500000.0,65673233.0
Wild in the Country,0.0,0.0
Wolfen,17000000.0,10626725.0
FearDotCom,40000000.0,18902015.0
Slap Her... She's French,0.0,0.0
Love and a Bullet,0.0,0.0
À Nous la Liberté,0.0,0.0
True Colors,20000000.0,418807.0
Snipes,0.0,70569.0
City By The Sea,40000000.0,22433915.0
Swimfan,8500000.0,34411240.0
Heartbreak Hospital,0.0,1006.0
The Incubus,0.0,0.0
Johnny Dangerously,9000000.0,17000000.0
The Last House on the Left,15000000.0,32721635.0
Thesis,0.0,0.0
The Pinochet Case,0.0,0.0
Barbershop,12000000.0,77063924.0
Stealing Harvard,25000000.0,14277032.0
The Transporter,21000000.0,43900000.0
Betty Fisher and Other Stories,0.0,0.0
The Children of the Century,0.0,0.0
Igby Goes Down,9000000.0,4777465.0
Quitting,0.0,0.0
Aspen Extreme,0.0,8041049.0
Betsy's Wedding,0.0,19740070.0
Captain Ron,24000000.0,22518097.0
The Devil Bat,0.0,0.0
Ernest Goes to Jail,0.0,25029791.0
Ernest Scared Stupid,0.0,0.0
The Gypsy Moths,0.0,0.0
The Hills Have Eyes Part II,0.0,0.0
The Hills Have Eyes,15000000.0,69623713.0
Indian Summer,0.0,0.0
The Mack,0.0,0.0
Monkey Trouble,0.0,16453258.0
Monster in the Closet,0.0,0.0
No Way to Treat a Lady,0.0,3100000.0
Shock Waves,200000.0,0.0
Spaced Invaders,3000000.0,15369573.0
Suburban Commando,11000000.0,8000000.0
Surf Ninjas,6500000.0,4916135.0
Tabu,0.0,0.0
The Wanderers,0.0,23000000.0
The Yearling,0.0,0.0
The Ladykillers,35000000.0,76700000.0
The Lavender Hill Mob,0.0,0.0
The Man in the White Suit,0.0,0.0
Ratcatcher,0.0,0.0
Society,0.0,0.0
Son of the Bride,0.0,0.0
The Experiment,21800000.0,0.0
Ballistic: Ecks vs. Sever,70000000.0,19924033.0
The Banger Sisters,10000000.0,38068353.0
The Four Feathers,35000000.0,29882645.0
Trapped,30000000.0,13414416.0
8 Women,8000000.0,42400000.0
His Secret Life,0.0,500930.0
Invincible,0.0,0.0
The Mesmerist,0.0,0.0
Secretary,4000000.0,9300000.0
Spirited Away,19000000.0,274925095.0
The Trials of Henry Kissinger,0.0,0.0
Sweet Home Alabama,30000000.0,180622424.0
The Tuxedo,60000000.0,104400000.0
Charly,950000.0,814666.0
Crazy As Hell,1800000.0,0.0
Just a Kiss,0.0,0.0
Moonlight Mile,21000000.0,10011050.0
Shanghai Ghetto,0.0,0.0
Skins,0.0,0.0
Wasabi,15300000.0,10366360.0
Jonah: A VeggieTales Movie,14000000.0,25615231.0
Red Dragon,78000000.0,209196298.0
Between Strangers,0.0,0.0
Bloody Sunday,0.0,773228.0
Pipe Dream,0.0,0.0
The Man from Elysian Fields,6500000.0,2006391.0
Welcome to Collinwood,7000000.0,4402922.0
Flirting,0.0,2415396.0
Mothra vs. Godzilla,0.0,10000000.0
Godzilla's Revenge,0.0,2399280.0
"Godzilla, King of the Monsters!",170000000.0,387300138.0
The Moderns,0.0,0.0
The Onion Field,0.0,0.0
Powaqqatsi,2500000.0,589000.0
The Pride of the Yankees,0.0,0.0
Texasville,0.0,2268254.0
Valmont,33000000.0,1132112.0
Ernest Goes to Africa,0.0,0.0
Ernest In The Army,0.0,0.0
Horror of Dracula,0.0,0.0
Strange Brew,4000000.0,1913389.0
The Incredible Mr. Limpet,0.0,0.0
Claire of the Moon,130000.0,799674.0
Django,0.0,0.0
Django Strikes Again,0.0,0.0
Festival in Cannes,0.0,299171.0
Flashback,0.0,26747.0
Hanky Panky,14000000.0,9000000.0
The Rocking Horse Winner,0.0,0.0
Seance on a Wet Afternoon,0.0,0.0
Shamus,0.0,0.0
The Wrong Guy,0.0,0.0
Below,40000000.0,2622015.0
Brown Sugar,8000000.0,27362712.0
Knockaround Guys,15000000.0,12806614.0
The Rules of Attraction,4000000.0,11832822.0
Tuck Everlasting,15000000.0,19158074.0
White Oleander,16000000.0,21657770.0
Bowling for Columbine,4000000.0,35564473.0
Comedian,0.0,2744253.0
On Guard,0.0,0.0
Pokémon 4Ever: Celebi - Voice of the Forest,0.0,40807089.0
Punch-Drunk Love,25000000.0,24665649.0
Safe Conduct,0.0,0.0
The Young Unknowns,0.0,0.0
Abandon,25000000.0,10719357.0
The 51st State,27000000.0,12881605.0
Auto Focus,7000000.0,2062066.0
Fidel: The Untold Story,0.0,0.0
The Grey Zone,5000000.0,621592.0
Hansel & Gretel,0.0,0.0
Naqoyqatsi,3000000.0,13000.0
Real Women Have Curves,3000000.0,7700000.0
Russian Ark,0.0,6723732.0
Take Care of My Cat,0.0,0.0
Tully,0.0,15636462.0
Billy Bathgate,48000000.0,15565363.0
Grave of the Fireflies,0.0,0.0
Jason Goes to Hell: The Final Friday,3000000.0,15935068.0
The Mechanic,0.0,0.0
Saturday Night Fever,3500000.0,237113184.0
Staying Alive,22000000.0,64892670.0
To the Devil a Daughter,0.0,0.0
Urban Cowboy,10000000.0,53300000.0
Terror Train,0.0,0.0
Times Square,0.0,0.0
Tom Horn,0.0,9000000.0
The Pumaman,0.0,0.0
Up the Academy,0.0,0.0
When Time Ran Out...,20000000.0,3763988.0
Wholly Moses,0.0,14155617.0
Without Warning,150000.0,0.0
Xanadu,20000000.0,22762571.0
...All the Marbles,0.0,0.0
Absence of Malice,12000000.0,40716963.0
All Night Long,0.0,10000000.0
The Amateur,0.0,0.0
Banana Joe,0.0,0.0
Marianne and Juliane,0.0,0.0
Blow Out,18000000.0,12000000.0
The Boogens,0.0,0.0
Buddy Buddy,0.0,0.0
The Burning,1500000.0,0.0
Cannibal Ferox,0.0,0.0
Carbon Copy,6000000.0,9566593.0
Charlie Chan and the Curse of the Dragon Queen,0.0,0.0
A Friend Is a Treasure,0.0,0.0
The Chosen,0.0,0.0
Knock on Wood,0.0,0.0
Continental Divide,0.0,15578237.0
The Creature Wasn't Nice,0.0,0.0
Man of Iron,0.0,0.0
Dead & Buried,3000000.0,216166.0
Deadly Blessing,2500000.0,0.0
Death Hunt,10000000.0,5000000.0
Endless Love,0.0,32492674.0
Enter the Ninja,1500000.0,0.0
The Entity,9000000.0,13277558.0
Eye of the Needle,0.0,18000000.0
Eyewitness,8500000.0,4500000.0
Faces of Death II,0.0,0.0
Faces of Death,0.0,0.0
Faces of Death III,5000.0,0.0
Faces of Death IV,0.0,0.0
Faces of Death VI,0.0,0.0
Faces of Death: Fact or Fiction?,0.0,0.0
The Woman Next Door,0.0,0.0
First Monday in October,0.0,12480249.0
"Fort Apache, the Bronx",10000000.0,65200000.0
Four Friends,0.0,0.0
The Four Seasons,0.0,50427646.0
Galaxy of Terror,700000.0,0.0
Gallipoli,3000000.0,11700000.0
The Inquisitor,0.0,0.0
Ghost Story,0.0,0.0
Going Ape!,0.0,0.0
Goodbye Pork Pie,300000.0,1400000.0
Gregory's Girl,0.0,7710.0
Who Pulled the Plug?,0.0,0.0
The Hand,6500000.0,566736.0
Happy Birthday to Me,3500000.0,10600000.0
Heartbeeps,12000000.0,2154696.0
Historien om Kim Skov,0.0,0.0
Inseminoid,2000000.0,0.0
"Ladies and Gentlemen, the Fabulous Stains",0.0,0.0
Lady Chatterley's Lover,0.0,0.0
The Legend of the Lone Ranger,18000000.0,2945600.0
Lili Marleen,0.0,8144.0
Lola,0.0,0.0
Looker,0.0,3282232.0
"The Looney, Looney, Looney Bugs Bunny Movie",0.0,0.0
Madman,0.0,0.0
Teddy Bear,400.0,1200.0
Modern Problems,8000000.0,26154211.0
Modern Romance,0.0,0.0
Ms .45,62000.0,0.0
My Bloody Valentine,15000000.0,102836002.0
My Dinner with André,475000.0,5250000.0
Neighbors,18000000.0,270665134.0
Night of the Zombies,0.0,0.0
The Night the Lights Went Out in Georgia,0.0,14923105.0
Only When I Laugh,0.0,0.0
Pennies from Heaven,22000000.0,9171289.0
Pieces,0.0,0.0
Piranha Part Two: The Spawning,145786.0,0.0
Polyester,300000.0,0.0
Private Lessons,2800000.0,26279000.0
The Professional,16000000.0,45284974.0
Derrida,0.0,0.0
Ghost Ship,35000000.0,71142361.0
Jackass: The Movie,5000000.0,64282312.0
Paid in Full,0.0,3100000.0
The Truth About Charlie,0.0,0.0
All or Nothing,9000000.0,2847049.0
All The Queen's Men,15000000.0,23000.0
Food of Love,0.0,0.0
Frida,12000000.0,56298474.0
Roger Dodger,0.0,1300000.0
Time Changer,855000.0,1500711.0
Beau Travail,0.0,0.0
The Big Knife,0.0,0.0
Casino Royale,150000000.0,599045960.0
The Company of Wolves,2000000.0,4389334.0
Escanaba in da Moonlight,0.0,0.0
Exodus,4000000.0,20000000.0
How to Murder Your Wife,0.0,12000000.0
"The Russians Are Coming, The Russians Are Coming",3900000.0,0.0
The World of Henry Orient,0.0,0.0
I Spy,70000000.0,51386477.0
The Santa Clause 2,65000000.0,172842355.0
Besotted,0.0,0.0
Blackboards,0.0,0.0
Love in the Time of Money,0.0,0.0
The Weight of Water,16000000.0,109130.0
Femme Fatale,0.0,0.0
8 Mile,41000000.0,242875078.0
Etoiles: Dancers of the Paris Opera Ballet,0.0,0.0
Far from Heaven,13500000.0,29027914.0
God Is Great and I'm Not,0.0,0.0
The Rising Place,0.0,0.0
Half Past Dead,25000000.0,19233280.0
Harry Potter and the Chamber of Secrets,100000000.0,876688482.0
Ararat,0.0,0.0
The Crime of Padre Amaro,1800000.0,0.0
Interview with the Assassin,500000.0,0.0
Standing in the Shadows of Motown,0.0,0.0
The Way Home,2000000.0,0.0
Mutant Action,1804296.0,1089975.0
Eyes of an Angel,0.0,0.0
Liberty Stands Still,11000000.0,595214.0
The Life and Death of Colonel Blimp,0.0,0.0
Rio Grande,0.0,0.0
The Young Americans,0.0,0.0
Blackrock,0.0,0.0
Men with Brooms,7500000.0,4245870.0
Mysterious Island,2000000.0,0.0
Soul Assassin,0.0,0.0
Left Behind II: Tribulation Force,0.0,0.0
Dog Soldiers,2000000.0,3537283.0
Fingers,0.0,0.0
"Good Evening, Mr. Wallenberg",0.0,0.0
Houseboat,0.0,3500000.0
Legion of the Dead,0.0,0.0
Madame Bovary,0.0,658532.0
My Father's Glory,0.0,0.0
My Mother's Castle,0.0,0.0
Return to the Blue Lagoon,11000000.0,2807854.0
Too Beautiful for You,0.0,0.0
Toy Soldiers,10000000.0,15100000.0
The Prowler,1000000.0,0.0
The Pursuit of D.B. Cooper,0.0,0.0
Raggedy Man,0.0,1976321.0
Ragtime,0.0,0.0
Rich and Famous,11500000.0,5100000.0
Ricomincio da tre,0.0,0.0
Roadgames,1750000.0,100000.0
Rollover,0.0,10217873.0
Saturday the 14th,0.0,0.0
Scanners,4100000.0,14225876.0
Sharky's Machine,17500000.0,35610100.0
Shock Treatment,3500000.0,0.0
Do You Remember Dolly Bell?,0.0,0.0
So Fine,0.0,9800000.0
Cabbage Soup,0.0,0.0
Southern Comfort,0.0,0.0
Sphinx,14000000.0,2022771.0
Tales of Ordinary Madness,0.0,0.0
Student Bodies,0.0,5165432.0
Take This Job and Shove It,0.0,0.0
"Tarzan, the Ape Man",0.0,36565280.0
Tattoo,0.0,0.0
They All Laughed,0.0,0.0
Thief,5500000.0,11494812.0
This Is Elvis,5000000.0,2028612.0
True Confessions,0.0,0.0
Revolution #9,0.0,0.0
Better Housekeeping,0.0,0.0
Die Another Day,142000000.0,431971116.0
The Emperor's Club,0.0,16300000.0
Friday After Next,20000000.0,33526835.0
Personal Velocity,125000.0,1025302.0
The Quiet American,30000000.0,27674124.0
Smokers Only,0.0,0.0
Talk to Her,0.0,64803131.0
Eight Crazy Nights,0.0,23833131.0
Extreme Ops,40000000.0,10959475.0
Treasure Planet,140000000.0,109578115.0
They,17000000.0,12840842.0
Chopper Chicks in Zombietown,0.0,0.0
What to Do in Case of Fire?,0.0,0.0
I Love You Too,6.0,0.0
Another You,17000000.0,2900000.0
A Cruel Romance,0.0,0.0
Elling,0.0,0.0
I Spit on Your Grave,2000000.0,572809.0
The Island at the Top of the World,0.0,0.0
The Last Seduction,2500000.0,5842603.0
The Last Seduction II,0.0,0.0
Making Contact,0.0,0.0
New Waterford Girl,0.0,0.0
The Noah's Ark Principle,600000.0,0.0
The Sword and the Sorcerer,4000000.0,39103425.0
Zulu,16000000.0,0.0
Analyze That,60000000.0,55003135.0
Empire,4000000.0,18591272.0
Adaptation.,19000000.0,32800000.0
Equilibrium,20000000.0,5400000.0
My Kingdom,0.0,0.0
Soap Girl,0.0,0.0
It All Starts Today,0.0,0.0
Medea,0.0,0.0
Scarlet Diva,0.0,0.0
Visitor Q,60400.0,0.0
Bolero: Dance of Life,0.0,0.0
Urgh! A Music War,0.0,0.0
Vabank,0.0,0.0
Varning för Jönssonligan,0.0,0.0
"Vernon, Florida",0.0,0.0
Escape to Victory,10000000.0,27453418.0
Whose Life Is It Anyway?,11500000.0,6100000.0
Zoot Suit,0.0,3256694.0
Alone in the Dark,20000000.0,12693645.0
Android,0.0,0.0
Ace of Aces,0.0,0.0
Attack Force Z,0.0,88000.0
Attila flagello di Dio,0.0,0.0
Author! Author!,0.0,0.0
Barbarosa,0.0,1736123.0
The Beast Within,0.0,51860.0
Best Friends,15000000.0,36800000.0
The Best Little Whorehouse in Texas,27500000.0,69700000.0
The Border,22000000.0,6118683.0
The Party 2,0.0,0.0
Brimstone & Treacle,0.0,0.0
Britannia Hospital,4000000.0,375713.0
Burden of Dreams,0.0,0.0
Cannery Row,11300000.0,0.0
The Challenge,0.0,0.0
Class of 1984,4300000.0,0.0
"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",850000.0,840000.0
Danton,0.0,0.0
Deathtrap,10000000.0,19000000.0
The Man Who Saves The World,300000.0,29934.0
Eating Raoul,350000.0,0.0
Drumline,20000000.0,57600000.0
The Hot Chick,34000000.0,54639553.0
Maid in Manhattan,55000000.0,154906693.0
Star Trek: Nemesis,60000000.0,67336470.0
About Schmidt,30000000.0,105834556.0
El Bola,0.0,100957.0
Evelyn,0.0,0.0
The Guys,0.0,0.0
Intacto,0.0,1864185.0
The Jimmy Show,0.0,0.0
Morvern Callar,0.0,0.0
The Lord of the Rings: The Two Towers,79000000.0,926287400.0
Devils on the Doorstep,0.0,0.0
25th Hour,5000000.0,23932055.0
Antwone Fisher,12500000.0,23400000.0
Gangs of New York,100000000.0,193800000.0
Two Weeks Notice,60000000.0,199043242.0
The Wild Thornberrys Movie,35000000.0,0.0
Narc,6500000.0,12633747.0
Bad Influence,7000000.0,12626043.0
Blue Steel,0.0,8217997.0
Body of Evidence,30000000.0,38000000.0
The Children's Hour,3600000.0,3000000.0
Company Business,0.0,1501785.0
The Duellists,900000.0,0.0
A Kiss Before Dying,0.0,15400000.0
Legend of the Lost,1750000.0,2200000.0
Miami Blues,0.0,9888167.0
My Girl 2,0.0,28000000.0
My Girl,0.0,32000000.0
My Neighbor Totoro,3700000.0,41000000.0
The Road to Hong Kong,2000000.0,5200000.0
Running Time,225000.0,1866462.0
The Thief of Bagdad,0.0,0.0
War and Peace,6000000.0,12500000.0
Where Sleeping Dogs Lie,0.0,0.0
Where’s Poppa?,0.0,0.0
The Whistle Blower,0.0,0.0
Attack of the Crab Monsters,70000.0,0.0
Black Christmas,686000.0,4000000.0
The Day of the Triffids,750000.0,0.0
Esther Kahn,0.0,0.0
Invaders from Mars,12000000.0,4884663.0
The Story of O,0.0,0.0
Asoka,17000000.0,19000000.0
Fat City,0.0,0.0
"Love, Honour and Obey",0.0,0.0
Quicksilver,10000000.0,7246979.0
Catch Me If You Can,52000000.0,352114312.0
Chicago,45000000.0,306776732.0
The Hours,25000000.0,108846217.0
Max,11000000.0,0.0
Nicholas Nickleby,0.0,0.0
The Pianist,35000000.0,120098945.0
Sonny,0.0,0.0
Champagne For Caesar,0.0,0.0
Doppelganger,0.0,0.0
Heavy Metal 2000,15000000.0,0.0
House on the Edge of the Park,0.0,0.0
The King of Comedy,19000000.0,2536000.0
Love Liza,1000000.0,223426.0
Confessions of a Dangerous Mind,30000000.0,33013805.0
Abraham's Valley,0.0,0.0
Blue Collar Comedy Tour: The Movie,0.0,604856.0
Just Married,18000000.0,101564935.0
P.S. Your Cat Is Dead!,0.0,0.0
The Son,0.0,3564844.0
The City of Lost Souls,0.0,0.0
Double Whammy,0.0,0.0
WiseGirls,0.0,0.0
A Guy Thing,20000000.0,17400000.0
Kangaroo Jack,60000000.0,88900000.0
National Security,0.0,50097949.0
Big Shot's Funeral,0.0,0.0
City of God,3300000.0,30641770.0
Divine Intervention,0.0,0.0
Kira's Reason: A Love Story,0.0,0.0
Above Suspicion,0.0,0.0
Alice Adams,342000.0,770000.0
The American Friend,0.0,0.0
American Me,16000000.0,13100000.0
Band of Outsiders,120000.0,182857.0
